30
0	40	81	62	83	80	22	10	70	54	9	32	20	6	65	100	55	29	88	76	9	75	72	6	69	69	23	27	81	76
40	0	9	82	29	48	8	69	20	26	25	73	54	95	72	29	85	9	49	27	29	74	33	26	48	81	4	63	14	57
81	9	0	49	19	51	98	18	4	17	66	4	43	85	15	28	82	34	16	23	75	23	34	48	31	10	87	78	89	48
62	82	49	0	28	43	35	95	72	68	8	47	12	40	61	72	52	88	59	15	1	46	30	66	3	51	74	61	79	11
83	29	19	28	0	66	63	51	5	58	41	44	8	82	75	11	93	94	24	11	10	88	63	34	93	36	8	65	93	100
80	48	51	43	66	0	57	66	51	46	46	15	47	37	17	87	16	42	57	34	80	84	98	100	55	5	53	35	5	39
22	8	98	35	63	57	0	69	84	52	56	99	10	26	22	5	59	20	37	35	91	53	18	97	42	89	97	80	6	68
10	69	18	95	51	66	69	0	58	28	6	61	67	100	14	35	67	71	30	68	38	100	86	70	93	17	81	85	44	13
70	20	4	72	5	51	84	58	0	16	52	55	4	79	43	83	29	45	33	79	22	91	24	90	5	59	77	77	67	19
54	26	17	68	58	46	52	28	16	0	100	34	47	92	75	96	43	90	19	19	33	23	42	17	74	50	64	21	79	99
9	25	66	8	41	46	56	6	52	100	0	61	27	97	87	36	17	32	90	22	33	49	42	26	33	33	80	12	81	9
32	73	4	47	44	15	99	61	55	34	61	0	34	64	48	61	10	74	50	47	79	81	98	16	5	57	56	62	28	61
20	54	43	12	8	47	10	67	4	47	27	34	0	19	21	24	31	65	93	36	66	71	70	33	1	52	21	72	1	42
6	95	85	40	82	37	26	100	79	92	97	64	19	0	49	98	89	24	74	7	12	45	79	61	23	88	100	93	58	50
65	72	15	61	75	17	22	14	43	75	87	48	21	49	0	5	79	74	24	49	12	85	86	46	56	1	5	81	13	92
100	29	28	72	11	87	5	35	83	96	36	61	24	98	5	0	7	80	79	100	26	70	56	73	2	36	31	73	38	88
55	85	82	52	93	16	59	67	29	43	17	10	31	89	79	7	0	63	78	7	2	73	24	98	68	99	59	85	2	89
29	9	34	88	94	42	20	71	45	90	32	74	65	24	74	80	63	0	58	59	35	32	21	47	77	19	9	62	83	68
88	49	16	59	24	57	37	30	33	19	90	50	93	74	24	79	78	58	0	5	40	87	16	54	65	68	94	86	89	87
76	27	23	15	11	34	35	68	79	19	22	47	36	7	49	100	7	59	5	0	64	70	30	80	32	1	65	99	91	90
9	29	75	1	10	80	91	38	22	33	33	79	66	12	12	26	2	35	40	64	0	73	3	71	99	66	84	18	21	52
75	74	23	46	88	84	53	100	91	23	49	81	71	45	85	70	73	32	87	70	73	0	48	57	69	12	35	69	32	52
72	33	34	30	63	98	18	86	24	42	42	98	70	79	86	56	24	21	16	30	3	48	0	25	79	43	33	14	87	17
6	26	48	66	34	100	97	70	90	17	26	16	33	61	46	73	98	47	54	80	71	57	25	0	98	88	28	38	46	57
69	48	31	3	93	55	42	93	5	74	33	5	1	23	56	2	68	77	65	32	99	69	79	98	0	47	30	30	35	55
69	81	10	51	36	5	89	17	59	50	33	57	52	88	1	36	99	19	68	1	66	12	43	88	47	0	83	35	91	91
23	4	87	74	8	53	97	81	77	64	80	56	21	100	5	31	59	9	94	65	84	35	33	28	30	83	0	58	12	17
27	63	78	61	65	35	80	85	77	21	12	62	72	93	81	73	85	62	86	99	18	69	14	38	30	35	58	0	77	53
81	14	89	79	93	5	6	44	67	79	81	28	1	58	13	38	2	83	89	91	21	32	87	46	35	91	12	77	0	10
76	57	48	11	100	39	68	13	19	99	9	61	42	50	92	88	89	68	87	90	52	52	17	57	55	91	17	53	10	0
0	84	11	0	51	0	33	0	35	82	40	83	26	0	40	71	33	46	30	4	0	12	95	68	37	0	96	29	61	50
0	0	99	0	18	0	43	0	92	0	0	48	97	0	0	0	42	99	0	16	0	0	4	0	11	0	17	61	79	56
0	0	0	0	0	0	25	0	56	0	0	0	94	0	0	0	0	0	0	0	0	0	93	0	81	0	78	0	0	0
0	0	0	0	40	98	14	100	48	20	21	5	10	75	86	51	31	3	43	96	57	2	61	3	95	84	59	32	6	52
0	0	0	0	0	0	75	0	52	0	0	4	19	0	0	0	80	14	0	26	0	0	19	0	98	0	16	77	40	19
0	0	0	0	0	0	0	0	56	27	56	66	36	72	58	33	27	46	25	23	16	99	39	71	93	0	81	48	15	77
0	0	0	0	0	0	0	0	97	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0
0	0	0	0	0	0	0	0	67	15	65	57	62	15	22	37	70	34	35	0	16	44	99	80	52	29	9	90	53	77
0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
0	0	0	0	0	0	0	0	0	0	0	79	33	0	11	0	25	5	0	30	0	17	77	79	21	0	51	31	97	83
0	0	0	0	0	0	0	0	0	0	0	86	70	0	27	27	30	46	14	70	0	49	3	98	89	0	14	46	28	69
0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	5	0	32	0	11	0	0	0
