40
0	26	12	63	97	14	76	84	91	6	100	66	97	27	100	20	77	14	1	6	24	44	45	33	90	10	69	4	10	1	7	66	34	73	75	91	87	12	54	15
26	0	71	68	53	50	49	73	97	35	2	68	87	23	90	52	50	30	15	94	57	53	74	3	19	66	11	17	89	28	37	17	34	14	57	76	39	33	100	9
12	71	0	68	28	83	48	19	87	31	40	65	18	69	4	24	10	25	37	49	100	24	67	45	71	19	50	50	46	100	36	98	45	30	70	72	29	59	100	2
63	68	68	0	7	24	77	76	49	6	79	20	58	31	59	35	21	60	98	90	47	62	95	67	29	19	88	94	63	83	26	21	95	6	9	16	42	14	94	32
97	53	28	7	0	78	54	88	64	44	15	69	11	38	87	19	52	54	9	55	53	23	16	90	18	6	23	86	74	30	36	89	32	48	64	9	66	13	55	95
14	50	83	24	78	0	46	9	14	64	33	26	74	6	7	12	23	97	6	61	61	93	52	34	88	19	40	8	89	73	8	79	17	55	95	25	37	76	82	97
76	49	48	77	54	46	0	9	26	89	21	63	9	34	57	65	97	35	78	69	98	88	61	10	3	97	89	46	69	35	8	25	16	90	24	29	93	42	67	61
84	73	19	76	88	9	9	0	92	93	24	25	62	24	54	66	37	81	7	24	86	75	5	8	32	2	64	52	77	91	90	52	54	20	99	3	59	40	82	58
91	97	87	49	64	14	26	92	0	97	87	49	8	47	55	52	31	97	67	54	4	21	14	8	86	3	66	45	54	37	95	8	30	34	89	9	19	18	51	32
6	35	31	6	44	64	89	93	97	0	29	37	20	16	25	94	54	81	34	14	4	100	35	92	99	82	34	75	61	87	6	81	42	51	29	91	55	34	99	73
100	2	40	79	15	33	21	24	87	29	0	87	15	38	9	72	2	85	28	23	40	42	47	71	69	31	15	9	84	57	93	67	33	78	35	39	6	57	60	34
66	68	65	20	69	26	63	25	49	37	87	0	37	23	35	91	26	48	56	1	97	80	17	16	98	83	35	66	59	8	89	18	5	89	8	88	57	35	63	56
97	87	18	58	11	74	9	62	8	20	15	37	0	37	5	40	65	28	31	88	54	86	88	41	54	50	59	39	78	77	23	16	49	72	49	11	57	80	24	90
27	23	69	31	38	6	34	24	47	16	38	23	37	0	98	64	5	27	65	24	14	39	79	74	22	57	39	15	84	79	74	28	38	100	83	99	20	98	84	78
100	90	4	59	87	7	57	54	55	25	9	35	5	98	0	64	71	76	39	87	80	99	41	89	9	64	15	77	7	68	59	30	45	97	27	95	34	41	11	22
20	52	24	35	19	12	65	66	52	94	72	91	40	64	64	0	99	13	90	95	71	18	26	85	39	66	1	17	2	47	63	3	70	7	29	53	80	3	10	33
77	50	10	21	52	23	97	37	31	54	2	26	65	5	71	99	0	65	71	8	5	70	70	10	15	94	75	73	12	82	32	27	63	65	74	11	56	5	34	76
14	30	25	60	54	97	35	81	97	81	85	48	28	27	76	13	65	0	3	7	39	40	46	24	69	31	96	76	98	51	91	74	45	92	27	40	99	25	94	57
1	15	37	98	9	6	78	7	67	34	28	56	31	65	39	90	71	3	0	34	76	15	33	23	85	65	85	87	3	84	3	63	53	27	79	54	77	24	10	97
6	94	49	90	55	61	69	24	54	14	23	1	88	24	87	95	8	7	34	0	79	79	6	12	15	97	78	53	4	22	73	77	48	58	46	32	25	64	78	89
24	57	100	47	53	61	98	86	4	4	40	97	54	14	80	71	5	39	76	79	0	38	86	37	87	2	66	43	98	20	94	25	52	1	26	63	100	80	34	26
44	53	24	62	23	93	88	75	21	100	42	80	86	39	99	18	70	40	15	79	38	0	48	93	26	14	61	70	85	12	21	14	4	39	63	47	35	72	65	12
45	74	67	95	16	52	61	5	14	35	47	17	88	79	41	26	70	46	33	6	86	48	0	51	22	78	52	34	91	53	95	75	100	74	40	17	76	92	46	23
33	3	45	67	90	34	10	8	8	92	71	16	41	74	89	85	10	24	23	12	37	93	51	0	94	33	34	7	5	28	13	21	47	20	93	3	32	72	35	82
90	19	71	29	18	88	3	32	86	99	69	98	54	22	9	39	15	69	85	15	87	26	22	94	0	28	40	17	70	30	61	77	94	60	58	1	48	79	95	31
10	66	19	19	6	19	97	2	3	82	31	83	50	57	64	66	94	31	65	97	2	14	78	33	28	0	30	9	33	53	36	30	16	51	51	3	70	86	79	82
69	11	50	88	23	40	89	64	66	34	15	35	59	39	15	1	75	96	85	78	66	61	52	34	40	30	0	37	52	55	53	30	5	21	82	93	43	28	28	8
4	17	50	94	86	8	46	52	45	75	9	66	39	15	77	17	73	76	87	53	43	70	34	7	17	9	37	0	17	8	84	13	2	42	50	33	35	67	35	42
10	89	46	63	74	89	69	77	54	61	84	59	78	84	7	2	12	98	3	4	98	85	91	5	70	33	52	17	0	12	64	24	90	86	85	83	16	9	93	17
1	28	100	83	30	73	35	91	37	87	57	8	77	79	68	47	82	51	84	22	20	12	53	28	30	53	55	8	12	0	12	60	56	18	29	93	9	52	36	32
7	37	36	26	36	8	8	90	95	6	93	89	23	74	59	63	32	91	3	73	94	21	95	13	61	36	53	84	64	12	0	57	21	86	69	1	69	4	92	50
66	17	98	21	89	79	25	52	8	81	67	18	16	28	30	3	27	74	63	77	25	14	75	21	77	30	30	13	24	60	57	0	50	22	33	33	98	28	63	42
34	34	45	95	32	17	16	54	30	42	33	5	49	38	45	70	63	45	53	48	52	4	100	47	94	16	5	2	90	56	21	50	0	9	43	26	53	29	19	76
73	14	30	6	48	55	90	20	34	51	78	89	72	100	97	7	65	92	27	58	1	39	74	20	60	51	21	42	86	18	86	22	9	0	81	6	47	16	9	11
75	57	70	9	64	95	24	99	89	29	35	8	49	83	27	29	74	27	79	46	26	63	40	93	58	51	82	50	85	29	69	33	43	81	0	81	48	17	29	25
91	76	72	16	9	25	29	3	9	91	39	88	11	99	95	53	11	40	54	32	63	47	17	3	1	3	93	33	83	93	1	33	26	6	81	0	67	91	55	13
87	39	29	42	66	37	93	59	19	55	6	57	57	20	34	80	56	99	77	25	100	35	76	32	48	70	43	35	16	9	69	98	53	47	48	67	0	44	66	46
12	33	59	14	13	76	42	40	18	34	57	35	80	98	41	3	5	25	24	64	80	72	92	72	79	86	28	67	9	52	4	28	29	16	17	91	44	0	39	39
54	100	100	94	55	82	67	82	51	99	60	63	24	84	11	10	34	94	10	78	34	65	46	35	95	79	28	35	93	36	92	63	19	9	29	55	66	39	0	41
15	9	2	32	95	97	61	58	32	73	34	56	90	78	22	33	76	57	97	89	26	12	23	82	31	82	8	42	17	32	50	42	76	11	25	13	46	39	41	0
0	57	82	19	0	0	30	77	0	0	68	32	0	66	93	0	6	2	68	71	61	84	38	35	48	0	0	0	9	0	20	68	76	89	31	93	0	83	13	0
0	0	46	0	0	0	0	19	0	0	0	17	0	0	0	0	0	0	80	23	0	0	36	0	1	0	0	0	95	0	0	96	80	0	0	28	0	0	0	0
0	0	0	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	54	29	0	0	2	0	9	0	0	0	26	0	0	68	5	0	0	39	0	0	0	0
0	0	0	0	0	0	0	26	0	0	0	63	0	0	0	0	0	5	91	83	0	0	60	0	79	0	0	0	45	0	0	97	35	15	0	2	0	0	0	0
0	0	0	0	0	86	34	98	78	23	90	90	49	49	36	81	87	69	76	97	53	36	48	34	37	99	0	42	1	47	13	83	10	43	27	75	73	42	74	52
0	0	0	0	0	0	30	100	32	0	95	67	74	7	6	98	56	96	19	18	75	36	96	94	19	0	0	11	31	0	76	30	66	6	30	64	0	7	23	96
0	0	0	0	0	0	0	76	0	0	0	66	0	0	8	0	15	81	44	92	97	87	16	24	96	0	0	0	50	0	0	95	9	4	21	57	0	17	18	0
0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	82	95	0	0	4	0	47	0	0	0	12	0	0	94	63	0	0	24	0	0	0	0
0	0	0	0	0	0	0	0	0	0	78	23	92	34	3	0	31	75	4	86	59	6	89	57	29	0	0	76	25	0	39	15	69	30	38	97	0	68	55	49
0	0	0	0	0	0	0	0	0	0	3	30	94	37	21	60	12	76	79	65	78	54	8	56	18	70	0	28	66	0	100	82	21	0	50	67	94	2	15	1
0	0	0	0	0	0	0	0	0	0	0	26	0	0	84	0	88	32	86	29	25	49	83	82	60	0	0	0	62	0	0	83	76	65	68	27	0	4	41	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	100	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	6	94	0	64	70	1	92	13	77	6	81	86	0	0	60	71	0	18	10	18	37	4	42	0	95	42	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	91	94	29	11	1	97	36	46	48	0	0	0	4	0	0	40	82	47	45	18	0	60	63	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	19	7	83	0	77	64	0	7	0	0	0	11	0	0	75	72	85	0	95	0	22	0	0
