50
0	46	46	11	70	78	43	9	12	42	98	99	97	59	97	74	18	21	14	62	87	36	81	93	9	68	60	46	26	7	10	84	37	62	97	3	70	1	19	40	12	61	13	98	83	76	55	63	95	78
46	0	45	39	4	50	18	73	88	29	10	68	21	64	30	19	51	61	100	32	87	54	10	19	41	65	100	26	72	100	75	13	46	82	58	94	21	2	31	50	30	71	12	9	45	40	11	34	83	19
46	45	0	68	100	94	79	24	66	87	16	80	52	34	80	66	2	80	11	39	20	35	3	80	45	5	97	100	66	73	98	45	7	18	83	68	39	24	93	76	2	88	30	53	23	62	93	38	98	35
11	39	68	0	90	14	33	62	25	78	35	37	19	4	47	86	33	38	61	7	47	61	92	76	86	15	10	31	98	39	44	13	27	95	32	83	89	21	11	20	9	87	4	100	13	89	28	25	20	100
70	4	100	90	0	22	5	39	16	34	7	59	25	92	97	64	32	85	11	34	35	68	71	11	92	35	68	76	81	80	70	20	7	98	79	84	55	41	25	77	95	90	100	38	24	9	83	91	7	74
78	50	94	14	22	0	31	11	96	74	80	36	9	5	25	88	98	76	88	69	51	71	46	60	67	42	47	8	93	63	19	24	17	11	80	7	4	1	97	14	63	80	32	91	22	94	49	40	18	2
43	18	79	33	5	31	0	85	1	57	7	58	84	73	72	50	65	68	24	97	83	30	65	33	44	37	77	88	35	54	48	75	78	60	33	51	39	4	20	39	87	87	97	36	25	15	42	89	74	50
9	73	24	62	39	11	85	0	33	51	54	52	49	24	32	82	6	80	17	10	54	70	7	92	51	64	9	42	48	8	15	82	96	11	17	13	16	2	38	89	7	91	60	80	12	100	29	32	36	23
12	88	66	25	16	96	1	33	0	39	7	94	36	63	52	90	97	26	99	41	16	67	96	20	13	25	13	92	27	60	51	78	84	79	95	14	5	68	42	66	13	70	94	25	66	81	66	60	10	1
42	29	87	78	34	74	57	51	39	0	22	42	17	3	47	70	55	18	66	68	65	66	56	13	41	57	9	80	48	100	63	94	16	44	51	91	36	53	55	35	21	39	87	35	10	6	99	5	37	12
98	10	16	35	7	80	7	54	7	22	0	27	29	9	85	7	100	57	77	46	73	25	70	82	88	5	19	35	62	33	7	87	98	10	91	59	92	30	82	52	68	8	28	19	6	20	63	24	70	93
99	68	80	37	59	36	58	52	94	42	27	0	73	68	6	19	77	2	94	100	8	71	21	66	59	20	83	29	88	47	78	45	63	60	45	74	41	54	6	94	70	68	63	3	18	79	43	83	24	98
97	21	52	19	25	9	84	49	36	17	29	73	0	62	95	91	33	19	41	25	10	1	28	2	24	77	57	86	17	55	82	19	94	87	44	6	52	12	55	96	53	34	67	15	36	62	52	75	42	83
59	64	34	4	92	5	73	24	63	3	9	68	62	0	6	98	56	52	54	84	94	88	36	80	6	89	10	48	99	66	18	100	18	75	83	47	100	93	53	35	26	19	80	21	59	49	42	10	48	44
97	30	80	47	97	25	72	32	52	47	85	6	95	6	0	51	73	47	9	45	54	70	65	87	26	89	18	77	100	1	95	89	86	64	63	100	90	77	51	42	47	14	73	29	22	78	32	43	55	64
74	19	66	86	64	88	50	82	90	70	7	19	91	98	51	0	100	21	79	97	29	32	94	43	100	83	53	58	81	2	38	76	33	49	65	48	98	44	82	9	18	66	10	45	90	31	65	68	19	65
18	51	2	33	32	98	65	6	97	55	100	77	33	56	73	100	0	45	93	52	2	93	30	99	90	42	88	69	74	98	59	54	68	77	5	5	22	45	48	65	24	55	54	3	46	12	34	35	23	55
21	61	80	38	85	76	68	80	26	18	57	2	19	52	47	21	45	0	23	84	25	28	75	94	18	36	48	76	17	54	48	17	89	18	34	43	52	5	2	53	72	34	68	59	13	47	64	47	9	76
14	100	11	61	11	88	24	17	99	66	77	94	41	54	9	79	93	23	0	47	96	51	34	41	34	63	36	83	41	34	40	72	93	2	5	24	85	50	99	35	60	100	54	48	54	60	59	93	82	75
62	32	39	7	34	69	97	10	41	68	46	100	25	84	45	97	52	84	47	0	91	33	64	12	64	60	85	96	64	93	2	57	47	26	5	29	22	75	64	33	16	81	26	90	62	5	39	86	42	90
87	87	20	47	35	51	83	54	16	65	73	8	10	94	54	29	2	25	96	91	0	57	26	69	54	72	14	2	95	34	48	6	45	81	2	19	29	80	18	3	18	6	63	81	93	34	43	26	70	66
36	54	35	61	68	71	30	70	67	66	25	71	1	88	70	32	93	28	51	33	57	0	30	11	9	69	5	10	86	70	14	21	67	4	58	48	25	69	35	59	63	13	22	99	13	57	46	44	100	21
81	10	3	92	71	46	65	7	96	56	70	21	28	36	65	94	30	75	34	64	26	30	0	55	82	26	82	38	62	5	94	72	12	82	79	36	16	10	54	73	60	50	77	15	52	2	59	77	23	38
93	19	80	76	11	60	33	92	20	13	82	66	2	80	87	43	99	94	41	12	69	11	55	0	87	77	10	25	75	72	40	63	42	32	82	66	36	98	25	92	74	16	1	2	28	54	93	95	48	61
9	41	45	86	92	67	44	51	13	41	88	59	24	6	26	100	90	18	34	64	54	9	82	87	0	4	5	97	85	40	21	93	68	7	97	85	25	62	32	7	45	84	90	20	16	92	10	69	49	40
68	65	5	15	35	42	37	64	25	57	5	20	77	89	89	83	42	36	63	60	72	69	26	77	4	0	8	22	2	97	33	10	59	64	84	16	7	42	37	66	94	68	66	98	15	87	17	6	26	42
60	100	97	10	68	47	77	9	13	9	19	83	57	10	18	53	88	48	36	85	14	5	82	10	5	8	0	87	23	20	87	78	12	47	86	76	56	72	87	8	49	28	1	49	75	57	58	100	73	3
46	26	100	31	76	8	88	42	92	80	35	29	86	48	77	58	69	76	83	96	2	10	38	25	97	22	87	0	17	6	72	100	55	68	70	12	49	97	16	1	63	76	67	10	89	54	53	81	6	75
26	72	66	98	81	93	35	48	27	48	62	88	17	99	100	81	74	17	41	64	95	86	62	75	85	2	23	17	0	93	91	60	57	97	9	88	28	32	75	14	24	77	28	66	98	14	58	87	26	56
7	100	73	39	80	63	54	8	60	100	33	47	55	66	1	2	98	54	34	93	34	70	5	72	40	97	20	6	93	0	56	72	98	25	90	29	39	62	4	43	85	57	24	45	94	40	45	46	61	37
10	75	98	44	70	19	48	15	51	63	7	78	82	18	95	38	59	48	40	2	48	14	94	40	21	33	87	72	91	56	0	41	40	99	47	95	27	92	20	17	40	98	30	27	56	72	65	62	65	11
84	13	45	13	20	24	75	82	78	94	87	45	19	100	89	76	54	17	72	57	6	21	72	63	93	10	78	100	60	72	41	0	21	19	80	97	79	22	98	18	51	3	1	72	68	95	90	17	79	37
37	46	7	27	7	17	78	96	84	16	98	63	94	18	86	33	68	89	93	47	45	67	12	42	68	59	12	55	57	98	40	21	0	88	29	85	22	26	61	17	63	89	10	14	57	84	85	2	89	42
62	82	18	95	98	11	60	11	79	44	10	60	87	75	64	49	77	18	2	26	81	4	82	32	7	64	47	68	97	25	99	19	88	0	36	9	5	35	46	55	67	55	10	4	27	63	84	29	94	57
97	58	83	32	79	80	33	17	95	51	91	45	44	83	63	65	5	34	5	5	2	58	79	82	97	84	86	70	9	90	47	80	29	36	0	10	26	34	3	28	29	19	25	61	22	39	1	67	79	62
3	94	68	83	84	7	51	13	14	91	59	74	6	47	100	48	5	43	24	29	19	48	36	66	85	16	76	12	88	29	95	97	85	9	10	0	15	10	15	49	90	13	39	63	21	47	90	12	88	6
70	21	39	89	55	4	39	16	5	36	92	41	52	100	90	98	22	52	85	22	29	25	16	36	25	7	56	49	28	39	27	79	22	5	26	15	0	11	70	78	51	5	9	53	69	75	96	53	26	33
1	2	24	21	41	1	4	2	68	53	30	54	12	93	77	44	45	5	50	75	80	69	10	98	62	42	72	97	32	62	92	22	26	35	34	10	11	0	42	48	88	51	16	73	14	6	2	3	99	66
