50
0	15	72	47	65	87	38	56	43	58	20	53	90	24	33	3	81	70	17	21	85	26	40	16	63	24	10	33	18	45	80	94	77	19	64	75	73	59	66	88	39	22	33	1	29	47	84	13	79	71
15	0	89	7	57	25	12	100	41	85	54	11	53	70	38	46	10	29	57	50	45	9	22	96	22	34	70	92	58	81	88	91	82	19	31	80	39	25	6	75	83	44	6	69	74	79	37	11	98	77
72	89	0	57	1	31	1	97	15	25	67	55	50	72	3	13	11	3	19	75	48	65	84	49	59	21	36	95	81	19	17	10	86	35	20	40	41	52	22	83	33	44	10	29	92	31	49	70	21	55
47	7	57	0	35	72	5	60	49	85	1	93	95	45	52	60	44	56	78	100	28	53	77	9	12	100	75	81	12	48	9	14	80	79	79	80	69	56	2	3	30	86	32	55	29	93	60	51	78	20
65	57	1	35	0	15	36	91	57	80	4	91	89	24	77	96	9	60	86	17	46	28	52	19	59	72	55	45	90	61	11	61	53	79	35	48	63	49	87	64	83	93	95	98	29	34	12	75	73	60
87	25	31	72	15	0	55	89	75	3	58	78	89	8	71	18	34	94	12	22	11	56	44	41	35	33	48	14	11	98	80	2	65	31	88	40	39	82	61	30	35	74	15	14	81	73	36	79	13	18
38	12	1	5	36	55	0	36	99	33	22	89	16	48	80	86	67	74	21	44	86	75	30	70	39	54	13	28	85	28	66	57	87	34	48	18	100	25	67	21	54	58	6	95	69	33	81	7	61	70
56	100	97	60	91	89	36	0	98	62	13	25	43	100	62	86	96	11	84	63	24	48	43	9	73	46	83	87	17	21	42	87	82	84	68	71	35	70	43	78	48	97	57	30	56	95	75	19	2	7
43	41	15	49	57	75	99	98	0	90	28	63	88	72	5	18	94	67	72	32	6	27	36	80	97	9	84	48	5	59	35	81	14	60	82	17	4	53	94	25	42	61	62	49	50	74	45	77	68	45
58	85	25	85	80	3	33	62	90	0	26	65	11	85	6	74	78	23	57	86	80	64	97	10	14	32	62	46	6	84	68	91	44	15	13	32	34	22	61	90	96	5	11	78	43	34	5	80	59	93
20	54	67	1	4	58	22	13	28	26	0	91	53	78	14	66	48	34	1	81	33	45	97	60	7	12	50	69	44	68	87	63	22	69	27	92	82	9	50	26	90	25	15	69	75	68	67	14	93	24
53	11	55	93	91	78	89	25	63	65	91	0	51	45	46	33	74	26	62	10	3	17	11	21	1	72	87	53	47	57	67	11	72	29	99	13	2	14	88	11	1	23	13	93	81	36	48	40	23	63
90	53	50	95	89	89	16	43	88	11	53	51	0	21	19	93	98	28	94	40	30	30	98	41	44	28	97	69	78	10	42	46	60	4	88	88	44	74	18	53	15	24	36	38	6	16	11	15	29	59
24	70	72	45	24	8	48	100	72	85	78	45	21	0	94	90	4	43	42	18	61	83	65	45	26	3	21	56	79	38	64	25	16	93	92	77	53	50	70	29	92	22	34	11	86	78	1	97	79	78
33	38	3	52	77	71	80	62	5	6	14	46	19	94	0	6	21	20	27	98	36	55	77	58	29	72	56	15	46	75	85	71	18	81	30	82	63	72	56	5	96	100	72	64	44	96	60	62	33	43
3	46	13	60	96	18	86	86	18	74	66	33	93	90	6	0	97	50	67	87	21	75	16	56	57	98	42	42	14	71	98	20	40	57	28	34	48	16	70	32	77	24	42	30	33	39	33	74	98	25
81	10	11	44	9	34	67	96	94	78	48	74	98	4	21	97	0	6	37	45	57	49	32	15	11	47	91	20	26	67	32	9	26	4	70	57	39	22	83	58	82	87	8	14	56	28	58	8	79	62
70	29	3	56	60	94	74	11	67	23	34	26	28	43	20	50	6	0	28	94	47	100	49	33	21	45	54	74	4	90	53	95	93	18	38	23	70	14	86	30	94	63	76	5	43	69	82	45	79	52
17	57	19	78	86	12	21	84	72	57	1	62	94	42	27	67	37	28	0	17	8	12	75	82	54	13	68	17	29	17	94	6	44	89	93	2	87	79	13	37	26	80	30	36	24	94	95	48	30	72
