20
0	30	6	15	67	100	99	34	85	56	3	13	23	2	72	24	53	12	94	57
30	0	98	30	53	35	38	59	85	82	85	78	16	3	59	73	17	77	73	15
6	98	0	62	9	70	65	21	44	18	44	68	71	56	13	79	5	43	83	39
15	30	62	0	80	93	23	61	78	52	28	80	62	1	48	38	25	62	100	33
67	53	9	80	0	84	16	6	27	85	49	46	7	4	59	37	8	53	19	98
100	35	70	93	84	0	32	12	20	92	41	71	20	72	32	72	19	22	96	80
99	38	65	23	16	32	0	73	80	15	88	85	94	72	34	39	79	89	49	15
34	59	21	61	6	12	73	0	49	1	86	46	32	97	66	76	37	88	47	8
85	85	44	78	27	20	80	49	0	72	18	78	93	65	57	65	44	24	4	29
56	82	18	52	85	92	15	1	72	0	17	75	14	55	5	54	56	72	2	56
3	85	44	28	49	41	88	86	18	17	0	57	100	40	5	17	67	93	4	13
13	78	68	80	46	71	85	46	78	75	57	0	52	75	82	29	19	46	37	83
23	16	71	62	7	20	94	32	93	14	100	52	0	41	60	38	21	76	13	86
2	3	56	1	4	72	72	97	65	55	40	75	41	0	83	69	40	90	40	93
72	59	13	48	59	32	34	66	57	5	5	82	60	83	0	97	48	92	36	52
24	73	79	38	37	72	39	76	65	54	17	29	38	69	97	0	8	2	44	12
53	17	5	25	8	19	79	37	44	56	67	19	21	40	48	8	0	66	95	38
12	77	43	62	53	22	89	88	24	72	93	46	76	90	92	2	66	0	99	23
94	73	83	100	19	96	49	47	4	2	4	37	13	40	36	44	95	99	0	57
57	15	39	33	98	80	15	8	29	56	13	83	86	93	52	12	38	23	57	0
0	19	7	97	99	22	65	82	53	76	2	44	7	40	67	100	7	40	94	90
0	0	37	18	98	75	99	90	42	51	4	91	76	91	10	49	53	75	72	17
0	0	0	56	91	59	24	34	33	30	0	32	38	6	25	94	43	9	57	18
0	0	0	0	8	13	26	25	17	16	67	74	93	16	26	33	54	10	90	44
0	0	0	0	0	69	80	44	1	10	10	100	14	16	92	7	26	0	30	44
0	0	0	0	0	0	75	43	36	66	26	18	33	100	11	15	26	44	69	2
0	0	0	0	0	0	0	100	79	37	80	22	39	56	32	4	70	48	96	77
0	0	0	0	0	0	0	0	74	63	73	84	3	16	86	70	8	4	2	8
0	0	0	0	0	0	0	0	0	82	84	0	92	52	2	58	30	39	3	18
0	0	0	0	0	0	0	0	0	0	44	59	50	15	28	64	77	71	4	5
0	0	0	0	0	0	0	0	0	0	0	43	88	9	25	40	79	34	44	47
0	0	0	0	0	0	0	0	0	0	0	0	8	92	30	8	83	82	77	40
0	0	0	0	0	0	0	0	0	0	0	0	0	78	82	43	96	93	68	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	96	75	84	66	79
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	76	33	99	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	43	0	83
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	8	74
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	83
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
