10
0	5	56	72	44	21	65	15	28	82
5	0	5	10	8	3	80	34	81	45
56	5	0	12	21	89	88	52	26	43
72	10	12	0	72	50	82	75	95	89
44	8	21	72	0	3	19	36	40	57
21	3	89	50	3	0	55	11	75	54
65	80	88	82	19	55	0	36	87	50
15	34	52	75	36	11	36	0	45	69
28	81	26	95	40	75	87	45	0	63
82	45	43	89	57	54	50	69	63	0
0	0	0	0	69	0	72	0	0	0
0	0	68	97	80	68	85	0	53	11
0	0	0	0	47	0	92	0	100	40
0	0	0	0	53	21	30	0	72	26
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	40	0	67	6
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	34	11
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
