50
0	71	20	56	94	50	76	57	57	45	65	60	80	19	64	100	4	73	91	32	27	93	37	83	85	8	3	82	90	45	14	92	15	85	47	60	86	23	69	95	19	33	6	98	51	69	50	7	41	92
71	0	90	19	36	26	53	20	34	8	53	23	52	19	66	19	55	64	30	41	38	98	87	56	82	92	6	85	61	7	91	53	98	80	24	33	6	28	4	91	35	8	65	39	78	30	57	33	93	86
20	90	0	25	31	36	11	38	17	54	95	1	66	1	91	19	50	23	94	34	28	21	89	70	56	97	34	94	26	63	2	58	7	87	34	89	22	96	27	91	50	73	91	15	74	34	85	75	56	78
56	19	25	0	9	35	51	97	4	6	45	37	51	71	51	52	80	9	90	66	98	64	61	76	6	62	48	96	29	73	29	13	48	84	43	8	70	45	4	73	2	1	61	52	71	11	55	2	20	96
94	36	31	9	0	67	69	11	80	96	16	41	95	12	21	68	92	34	67	28	28	74	97	72	29	70	73	29	30	76	51	93	82	53	64	77	19	84	88	98	79	55	91	73	18	11	92	10	96	58
50	26	36	35	67	0	37	75	83	85	98	64	6	70	44	88	97	95	80	78	99	95	7	17	78	46	67	8	100	9	80	18	71	72	79	67	81	15	41	16	51	39	31	57	60	74	44	9	20	75
76	53	11	51	69	37	0	86	18	69	44	87	98	89	5	5	89	13	36	58	83	59	36	1	92	2	94	7	52	84	89	8	95	62	51	3	82	25	41	99	45	84	85	42	73	41	98	13	53	34
57	20	38	97	11	75	86	0	70	88	92	5	40	83	6	33	41	57	68	29	17	63	43	67	65	24	44	57	74	88	41	11	82	65	51	79	77	56	64	46	43	8	2	34	42	7	67	83	15	34
57	34	17	4	80	83	18	70	0	63	31	48	5	50	13	80	45	21	6	84	61	16	65	25	18	96	53	25	59	98	19	66	51	53	8	9	19	42	24	4	56	6	52	61	7	16	92	3	36	97
45	8	54	6	96	85	69	88	63	0	87	49	64	3	73	34	98	26	58	9	75	77	26	26	29	33	34	99	26	9	54	82	67	5	94	25	72	85	28	8	34	14	56	49	16	80	82	14	57	92
65	53	95	45	16	98	44	92	31	87	0	74	84	68	99	61	48	84	46	98	9	7	51	42	73	8	35	97	79	72	24	38	57	37	45	5	5	77	39	70	33	30	43	68	49	41	28	48	24	26
60	23	1	37	41	64	87	5	48	49	74	0	45	85	32	95	26	4	54	61	52	33	84	28	70	40	64	15	44	20	91	34	89	75	63	31	95	63	24	22	62	47	99	6	31	30	53	57	85	6
80	52	66	51	95	6	98	40	5	64	84	45	0	69	37	90	52	64	60	91	79	26	86	99	68	20	39	42	34	22	36	49	45	10	10	43	8	68	74	90	20	82	74	77	2	10	19	5	25	30
19	19	1	71	12	70	89	83	50	3	68	85	69	0	95	4	55	32	54	22	51	44	15	85	65	3	85	9	64	94	52	23	61	77	12	32	10	38	61	63	99	79	67	24	8	13	79	62	44	84
64	66	91	51	21	44	5	6	13	73	99	32	37	95	0	35	95	27	1	31	92	55	15	52	70	60	55	93	21	83	56	52	92	93	12	54	92	42	20	67	49	84	45	62	28	28	48	74	6	1
100	19	19	52	68	88	5	33	80	34	61	95	90	4	35	0	4	49	7	70	1	77	81	7	21	1	90	76	5	33	69	68	39	12	10	10	78	10	94	22	72	21	1	71	94	58	23	49	7	30
4	55	50	80	92	97	89	41	45	98	48	26	52	55	95	4	0	70	59	6	50	65	26	3	6	1	7	39	21	74	77	84	35	86	61	45	79	34	68	99	86	90	44	44	13	92	2	42	13	60
