30
0	67	100	19	61	17	85	42	30	92	10	80	77	35	19	77	87	40	25	9	84	37	77	60	87	70	51	36	7	47
67	0	61	72	69	61	73	78	58	18	100	43	82	78	30	75	15	74	86	86	64	85	15	86	5	42	87	67	49	63
100	61	0	27	14	52	74	11	100	83	34	51	46	30	53	46	12	6	22	30	49	48	21	75	16	70	91	49	41	40
19	72	27	0	28	49	29	71	67	72	4	91	77	88	49	48	72	97	42	21	40	97	17	18	83	15	60	94	38	80
61	69	14	28	0	66	34	75	30	95	20	91	97	73	37	51	39	54	86	94	91	82	19	8	64	31	71	91	55	2
17	61	52	49	66	0	21	86	5	11	36	27	96	38	55	28	36	78	40	69	61	94	49	30	23	75	51	14	15	29
85	73	74	29	34	21	0	68	9	99	64	25	92	42	18	9	89	58	60	6	31	67	26	22	48	65	54	44	97	87
42	78	11	71	75	86	68	0	42	59	3	26	45	30	69	100	2	68	98	66	1	31	48	13	15	4	59	49	59	36
30	58	100	67	30	5	9	42	0	43	3	30	45	28	56	19	28	48	94	65	26	20	23	50	32	63	18	6	45	53
92	18	83	72	95	11	99	59	43	0	75	16	97	21	45	34	42	29	92	76	88	7	77	90	98	53	93	4	58	62
10	100	34	4	20	36	64	3	3	75	0	11	100	55	47	2	19	85	54	75	23	27	77	90	82	82	63	93	98	89
80	43	51	91	91	27	25	26	30	16	11	0	86	49	47	88	24	8	90	5	86	54	62	64	24	46	83	53	22	64
77	82	46	77	97	96	92	45	45	97	100	86	0	15	51	94	48	7	69	48	47	83	97	74	54	65	61	8	76	19
35	78	30	88	73	38	42	30	28	21	55	49	15	0	95	11	94	33	15	77	68	45	88	93	81	39	4	98	90	87
19	30	53	49	37	55	18	69	56	45	47	47	51	95	0	36	78	22	30	10	6	55	80	60	30	82	79	44	68	83
77	75	46	48	51	28	9	100	19	34	2	88	94	11	36	0	72	78	95	54	3	64	19	63	55	34	73	80	11	80
87	15	12	72	39	36	89	2	28	42	19	24	48	94	78	72	0	92	26	100	20	77	2	67	56	72	89	37	20	49
40	74	6	97	54	78	58	68	48	29	85	8	7	33	22	78	92	0	15	39	87	63	78	77	55	8	16	89	87	25
25	86	22	42	86	40	60	98	94	92	54	90	69	15	30	95	26	15	0	42	47	67	72	77	18	15	51	82	9	12
9	86	30	21	94	69	6	66	65	76	75	5	48	77	10	54	100	39	42	0	26	87	11	14	65	36	67	64	92	37
84	64	49	40	91	61	31	1	26	88	23	86	47	68	6	3	20	87	47	26	0	50	79	11	45	23	12	40	56	85
37	85	48	97	82	94	67	31	20	7	27	54	83	45	55	64	77	63	67	87	50	0	73	1	92	56	23	17	31	52
77	15	21	17	19	49	26	48	23	77	77	62	97	88	80	19	2	78	72	11	79	73	0	34	74	39	27	57	23	61
60	86	75	18	8	30	22	13	50	90	90	64	74	93	60	63	67	77	77	14	11	1	34	0	89	27	57	97	30	99
87	5	16	83	64	23	48	15	32	98	82	24	54	81	30	55	56	55	18	65	45	92	74	89	0	52	51	1	87	81
70	42	70	15	31	75	65	4	63	53	82	46	65	39	82	34	72	8	15	36	23	56	39	27	52	0	73	56	71	30
51	87	91	60	71	51	54	59	18	93	63	83	61	4	79	73	89	16	51	67	12	23	27	57	51	73	0	4	100	87
36	67	49	94	91	14	44	49	6	4	93	53	8	98	44	80	37	89	82	64	40	17	57	97	1	56	4	0	46	96
7	49	41	38	55	15	97	59	45	58	98	22	76	90	68	11	20	87	9	92	56	31	23	30	87	71	100	46	0	4
47	63	40	80	2	29	87	36	53	62	89	64	19	87	83	80	49	25	12	37	85	52	61	99	81	30	87	96	4	0
0	0	18	0	0	0	20	0	82	95	57	90	16	0	0	35	49	81	10	1	69	63	26	76	0	35	0	21	28	0
0	0	25	0	0	0	94	0	70	73	9	77	42	0	0	48	7	3	15	4	45	34	32	35	0	76	0	16	53	0
0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	96	58	0	73	0	29	0	0	0	0	0	0	0	0
0	0	0	0	28	0	53	80	26	86	22	41	95	85	0	93	30	5	5	48	71	84	42	50	0	38	75	27	89	25
0	0	0	0	0	0	30	26	69	19	29	43	75	85	0	55	7	86	29	59	33	76	78	15	0	31	0	99	3	99
0	0	0	0	0	0	76	13	13	17	7	96	80	82	68	40	70	8	54	30	6	88	67	61	94	12	95	2	96	14
0	0	0	0	0	0	0	0	21	70	24	0	67	0	0	0	3	11	12	72	88	82	80	80	0	0	0	67	0	0
0	0	0	0	0	0	0	0	50	65	11	39	65	0	0	86	46	13	12	69	76	97	69	5	0	41	0	35	8	96
0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	9	13	0	5	50	39	0	0	0	0	0	14	0	0
0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	28	84	0	55	50	38	0	0	0	0	0	25	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	69	30	87	64	56	2	2	31	0	0	0	72	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	75	54	85	7	75	87	75	0	0	0	73	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	57	7	55	67	20	46	2	92	0	17	0	54	33	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	24	95	49	35	46	86	56	61	0	88	60	33	92	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	3	52	95	24	27	50	19	0	15	0	32	26	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	95	26	88	0	0	0	19	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	57	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	44	87	36	80
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	20	50
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
