50
0	31	15	41	87	12	88	98	42	68	94	70	98	40	7	14	57	48	47	59	86	44	99	38	60	52	45	75	43	99	56	19	65	30	95	82	17	60	20	34	69	91	40	48	76	30	78	21	72	56
31	0	26	5	60	36	8	17	93	12	72	55	62	35	46	81	77	94	77	30	74	85	72	16	2	83	58	23	87	35	100	12	65	67	59	49	63	23	82	60	37	50	100	72	56	83	9	33	23	28
15	26	0	45	9	41	99	91	48	19	7	47	73	7	21	70	15	85	17	6	85	62	11	82	64	27	12	73	72	77	12	64	29	60	13	49	98	98	33	58	96	48	92	54	63	70	52	56	42	8
41	5	45	0	30	35	69	19	32	83	15	51	22	97	86	54	94	54	25	71	40	48	54	28	85	47	26	71	72	76	80	18	97	90	15	33	66	15	94	96	83	40	1	91	61	47	29	77	91	87
87	60	9	30	0	72	51	28	55	35	82	79	79	49	37	5	28	77	86	88	55	10	47	53	84	6	12	100	80	69	75	30	58	1	76	57	69	22	56	52	7	23	10	14	78	83	83	60	87	20
12	36	41	35	72	0	79	30	30	15	28	31	88	76	56	55	11	44	74	53	14	87	48	63	23	18	11	33	40	39	48	34	98	58	33	31	72	46	94	71	25	66	13	2	13	96	92	18	37	18
88	8	99	69	51	79	0	30	59	75	65	61	27	92	97	7	24	28	7	49	96	67	100	31	3	47	40	25	97	8	7	54	67	14	51	70	18	7	45	62	11	67	29	71	27	98	60	74	26	39
98	17	91	19	28	30	30	0	75	12	50	14	23	78	97	13	3	87	19	55	11	87	55	66	15	22	53	71	48	52	2	53	79	26	13	34	56	94	34	99	54	77	16	6	61	91	68	17	76	57
42	93	48	32	55	30	59	75	0	57	95	80	23	27	44	27	81	56	45	69	45	79	87	67	65	93	15	12	26	63	95	12	22	97	51	32	23	56	98	72	63	94	21	8	62	50	51	80	46	90
68	12	19	83	35	15	75	12	57	0	57	79	35	4	67	36	46	52	93	94	98	10	87	2	39	18	90	72	48	63	55	64	24	4	18	1	70	66	60	77	57	32	61	61	73	100	52	96	46	60
94	72	7	15	82	28	65	50	95	57	0	73	5	60	31	30	10	65	79	30	75	92	82	94	71	23	70	10	39	5	52	52	59	77	36	28	69	8	63	9	89	62	55	26	99	34	21	27	38	5
