20
0	46	25	29	3	20	35	45	95	29	11	2	86	85	72	54	32	93	81	16
46	0	21	74	18	62	90	45	28	57	51	89	13	11	19	58	36	97	55	47
25	21	0	50	70	56	58	86	43	43	45	8	54	98	17	20	34	21	75	56
29	74	50	0	59	39	55	22	14	98	14	82	91	72	7	25	36	69	5	5
3	18	70	59	0	24	36	31	86	95	88	61	47	39	10	31	27	88	88	60
20	62	56	39	24	0	100	7	67	66	43	12	37	60	5	45	36	23	18	66
35	90	58	55	36	100	0	7	45	64	95	37	57	39	35	92	22	24	98	16
45	45	86	22	31	7	7	0	90	33	83	70	69	3	59	68	17	57	88	84
95	28	43	14	86	67	45	90	0	16	26	94	16	53	5	64	76	54	3	78
29	57	43	98	95	66	64	33	16	0	3	63	97	65	83	100	82	90	49	90
11	51	45	14	88	43	95	83	26	3	0	78	29	54	88	22	13	87	68	3
2	89	8	82	61	12	37	70	94	63	78	0	20	23	61	28	15	48	48	63
86	13	54	91	47	37	57	69	16	97	29	20	0	78	63	68	61	47	98	4
85	11	98	72	39	60	39	3	53	65	54	23	78	0	56	48	97	19	34	89
72	19	17	7	10	5	35	59	5	83	88	61	63	56	0	4	56	15	64	25
54	58	20	25	31	45	92	68	64	100	22	28	68	48	4	0	11	16	7	13
32	36	34	36	27	36	22	17	76	82	13	15	61	97	56	11	0	34	13	59
93	97	21	69	88	23	24	57	54	90	87	48	47	19	15	16	34	0	27	66
81	55	75	5	88	18	98	88	3	49	68	48	98	34	64	7	13	27	0	79
16	47	56	5	60	66	16	84	78	90	3	63	4	89	25	13	59	66	79	0
0	0	75	57	8	0	0	42	39	0	54	64	0	74	49	39	0	0	82	4
0	0	18	13	61	86	33	22	6	0	51	65	98	67	69	60	16	0	89	6
0	0	0	1	53	0	0	0	21	0	2	41	0	25	83	7	0	0	55	41
0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	68	98	44	0	95	39	43	49	98	86	0	0	12	66
0	0	0	0	0	0	0	11	72	0	95	74	0	7	24	59	0	0	18	46
0	0	0	0	0	0	0	0	93	0	0	17	0	87	66	91	0	0	92	77
0	0	0	0	0	0	0	0	0	0	0	7	0	44	72	7	0	0	21	94
0	0	0	0	0	0	0	0	0	0	29	61	55	24	75	85	24	3	27	73
0	0	0	0	0	0	0	0	0	0	0	82	0	43	76	21	0	0	63	78
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0
0	0	0	0	0	0	0	0	0	0	0	0	0	44	66	27	0	0	94	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	39	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	78
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
