40
0	95	51	92	6	82	7	45	42	66	44	94	20	78	64	68	90	66	97	49	48	42	81	40	86	23	38	55	91	39	30	51	97	46	50	65	96	74	24	60
95	0	1	38	38	20	55	53	17	34	21	79	32	18	93	62	77	28	32	60	75	6	95	10	69	60	79	100	34	95	67	21	30	55	46	22	92	3	45	81
51	1	0	88	24	40	3	59	4	64	48	12	55	99	8	39	72	34	94	60	22	10	17	88	31	17	47	2	70	26	4	66	38	18	24	61	36	70	94	50
92	38	88	0	81	64	15	70	36	28	52	23	64	90	55	19	23	54	83	67	82	69	21	87	87	51	29	30	38	62	65	19	72	13	45	34	74	16	88	97
6	38	24	81	0	23	62	39	78	45	51	72	24	81	11	98	73	61	53	66	52	5	87	23	45	21	96	97	58	80	83	26	93	42	50	12	35	24	17	30
82	20	40	64	23	0	87	20	95	87	21	66	21	8	51	7	21	85	28	32	33	49	2	42	72	71	22	37	47	90	10	52	24	18	91	56	75	7	92	91
7	55	3	15	62	87	0	75	93	40	86	15	100	71	60	72	42	96	94	81	62	87	73	75	92	4	73	57	38	54	39	72	63	57	33	56	21	6	24	100
45	53	59	70	39	20	75	0	31	21	61	27	16	10	85	27	20	14	53	5	52	7	25	69	25	46	92	56	11	36	26	59	91	54	86	82	33	11	7	9
42	17	4	36	78	95	93	31	0	36	94	53	18	13	92	100	21	70	97	62	59	89	45	74	10	94	1	12	74	77	70	63	28	4	16	35	31	29	90	7
66	34	64	28	45	87	40	21	36	0	43	50	73	45	100	75	24	79	9	88	21	65	92	45	41	92	46	100	69	19	58	24	53	59	10	33	19	2	19	12
44	21	48	52	51	21	86	61	94	43	0	88	74	18	65	8	47	65	8	22	67	44	28	94	60	28	11	77	74	59	60	80	33	96	4	65	45	71	89	24
94	79	12	23	72	66	15	27	53	50	88	0	85	34	28	86	61	47	49	84	29	35	11	67	50	51	68	55	39	33	72	1	92	28	61	14	73	84	64	69
20	32	55	64	24	21	100	16	18	73	74	85	0	15	17	15	12	63	80	33	49	64	14	12	51	47	22	9	73	92	17	16	70	47	27	41	23	2	8	60
78	18	99	90	81	8	71	10	13	45	18	34	15	0	35	57	93	89	6	36	48	16	83	29	68	35	13	28	74	45	62	85	9	72	90	11	10	26	8	33
64	93	8	55	11	51	60	85	92	100	65	28	17	35	0	40	65	44	48	99	41	63	92	54	34	73	58	36	84	41	5	10	44	39	3	64	75	50	82	54
68	62	39	19	98	7	72	27	100	75	8	86	15	57	40	0	45	76	27	51	82	33	76	56	21	70	74	87	98	40	47	10	47	100	52	12	11	92	10	30
90	77	72	23	73	21	42	20	21	24	47	61	12	93	65	45	0	62	5	43	81	80	49	68	13	90	21	12	39	31	77	18	82	72	67	11	94	28	75	44
66	28	34	54	61	85	96	14	70	79	65	47	63	89	44	76	62	0	68	74	21	99	60	88	79	87	34	78	83	62	55	79	12	9	57	13	55	78	57	93
97	32	94	83	53	28	94	53	97	9	8	49	80	6	48	27	5	68	0	25	15	98	94	84	20	60	48	49	82	2	61	43	88	42	40	75	25	73	32	28
49	60	60	67	66	32	81	5	62	88	22	84	33	36	99	51	43	74	25	0	36	25	13	66	13	48	76	13	69	20	95	32	71	98	33	63	1	68	19	94
48	75	22	82	52	33	62	52	59	21	67	29	49	48	41	82	81	21	15	36	0	77	49	36	24	35	95	57	20	2	44	72	99	97	24	31	83	12	37	67
42	6	10	69	5	49	87	7	89	65	44	35	64	16	63	33	80	99	98	25	77	0	49	15	4	78	52	8	23	77	84	91	41	35	32	61	42	42	25	66
81	95	17	21	87	2	73	25	45	92	28	11	14	83	92	76	49	60	94	13	49	49	0	46	33	21	60	34	72	46	25	99	25	22	39	57	43	99	24	74
40	10	88	87	23	42	75	69	74	45	94	67	12	29	54	56	68	88	84	66	36	15	46	0	16	80	9	75	35	28	22	10	94	33	88	48	85	14	76	50
86	69	31	87	45	72	92	25	10	41	60	50	51	68	34	21	13	79	20	13	24	4	33	16	0	66	37	5	70	87	97	97	63	13	4	28	40	62	30	90
23	60	17	51	21	71	4	46	94	92	28	51	47	35	73	70	90	87	60	48	35	78	21	80	66	0	87	79	8	99	26	19	28	76	12	31	89	9	60	69
38	79	47	29	96	22	73	92	1	46	11	68	22	13	58	74	21	34	48	76	95	52	60	9	37	87	0	81	72	54	16	33	55	93	41	14	28	4	51	69
55	100	2	30	97	37	57	56	12	100	77	55	9	28	36	87	12	78	49	13	57	8	34	75	5	79	81	0	79	10	86	47	47	52	6	72	3	72	91	1
91	34	70	38	58	47	38	11	74	69	74	39	73	74	84	98	39	83	82	69	20	23	72	35	70	8	72	79	0	98	71	64	41	98	39	88	93	90	24	27
39	95	26	62	80	90	54	36	77	19	59	33	92	45	41	40	31	62	2	20	2	77	46	28	87	99	54	10	98	0	82	91	5	25	84	13	61	98	69	1
30	67	4	65	83	10	39	26	70	58	60	72	17	62	5	47	77	55	61	95	44	84	25	22	97	26	16	86	71	82	0	22	68	21	74	74	62	34	98	25
51	21	66	19	26	52	72	59	63	24	80	1	16	85	10	10	18	79	43	32	72	91	99	10	97	19	33	47	64	91	22	0	67	3	8	87	88	8	66	20
97	30	38	72	93	24	63	91	28	53	33	92	70	9	44	47	82	12	88	71	99	41	25	94	63	28	55	47	41	5	68	67	0	20	97	27	18	9	30	97
46	55	18	13	42	18	57	54	4	59	96	28	47	72	39	100	72	9	42	98	97	35	22	33	13	76	93	52	98	25	21	3	20	0	21	58	53	8	40	12
