24
0	649	590	848	824	808	1810	1700	1456	1489	1336	2059	1835	1597	1936	1674	1588	1886	1289	1009	602	1088	966	1461
649	0	453	626	599	980	2034	1955	1661	1717	1595	2275	2068	1803	2151	1890	1813	2109	1537	1269	852	1341	1226	1664
590	453	0	698	664	967	2003	1897	1644	1688	1539	2241	2022	1789	2123	1864	1784	2077	1483	1203	791	1282	1150	1644
848	626	698	0	282	1056	2126	2106	1738	1795	1758	2339	2142	1874	2226	1963	1892	2184	1663	1424	1051	1529	1416	1715
824	599	664	282	0	1046	2114	2088	1720	1782	1742	2323	2136	1860	2228	1955	1887	2176	1643	1404	1031	1508	1390	1719
808	980	967	1056	1046	0	1451	1456	1068	1129	1154	1674	1471	1203	1561	1295	1223	1515	1005	833	741	975	920	1065
1810	2034	2003	2126	2114	1451	0	855	829	754	1064	675	387	657	524	615	605	463	914	1206	1582	1225	1348	853
1700	1955	1897	2106	2088	1456	855	0	1036	929	752	1144	888	983	1005	979	870	942	817	1037	1424	954	1092	1097
1456	1661	1644	1738	1720	1068	829	1036	0	549	995	1030	845	568	914	651	600	877	736	963	1264	1040	1127	475
1489	1717	1688	1795	1782	1129	754	929	549	0	919	993	771	567	875	618	528	821	667	932	1280	995	1089	592
1336	1595	1539	1758	1742	1154	1064	752	995	919	0	1373	1100	1047	1226	1074	958	1161	621	675	1058	577	714	1056
2059	2275	2241	2339	2323	1674	675	1144	1030	993	1373	0	655	823	530	813	8571	585	1203	1494	1851	1511	1631	1038
1835	2068	2022	2142	2136	1471	387	888	845	771	1100	655	0	661	507	633	627	449	940	1235	1617	1256	1372	862
1597	1803	1789	1874	1860	1203	657	983	568	567	1047	823	661	0	720	463	491	689	812	1070	1404	1130	1227	576
1936	2151	2123	2226	2228	1561	524	1005	914	875	1226	530	507	720	0	702	722	430	1068	1351	1727	1370	1492	934
1674	1890	1864	1963	1955	1295	615	979	651	618	1074	813	633	463	702	0	493	660	858	1123	1472	1170	1279	663
1588	1813	1784	1892	1887	1223	605	870	600	528	958	8571	627	491	722	493	0	671	739	1019	1377	1060	1162	635
1886	2109	2077	2184	2176	1515	463	942	877	821	1161	585	449	689	430	660	671	0	1000	1297	1663	1310	1439	896
1289	1537	1483	1663	1643	1005	914	817	736	667	621	1203	940	812	1068	858	739	1000	0	652	1044	680	795	792
1009	1269	1203	1424	1404	833	1206	1037	963	932	675	1494	1235	1070	1351	1123	1019	1297	652	0	744	488	506	990
602	852	791	1051	1031	741	1582	1424	1264	1280	1058	1851	1617	1404	1727	1472	1377	1663	1044	744	0	809	674	1280
1088	1341	1282	1529	1508	975	1225	954	1040	995	577	1511	1256	1130	1370	1170	1060	1310	680	488	809	0	448	1084
966	1226	1150	1416	1390	920	1348	1092	1127	1089	714	1631	1372	1227	1492	1279	1162	1439	795	506	674	448	0	1166
1461	1664	1644	1715	1719	1065	853	1097	475	592	1056	1038	862	576	934	663	635	896	792	990	1280	1084	1166	0
0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	100	100	100	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	100
0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	2	0	0	0	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
